xy_p xy_n yz_p yz_n zx_p zx_n
0 598 145 430 419 456 
0 336 588 248 274 602 
0 525 345 371 272 535 
0 433 389 397 342 487 
0 266 628 242 275 637 
0 462 391 368 226 601 
0 427 435 368 326 492 
0 245 665 233 246 659 
0 472 501 320 311 444 
0 346 504 364 338 496 
0 426 446 369 375 432 
0 489 536 223 379 421 
0 464 479 330 379 396 
0 248 656 253 229 662 
465 94 443 350 249 447 
81 679 629 35 139 485 
90 578 600 213 447 120 
154 556 334 357 638 9 
246 109 304 412 609 368 
7 687 557 205 229 363 
50 533 2 634 829 0 
264 293 288 449 486 268 
66 601 172 430 220 559 
163 513 0 712 387 273 
228 132 340 589 426 333 
113 579 192 430 33 701 
300 337 255 590 111 455 
275 121 471 475 301 405 
195 480 266 321 4 782 
575 169 499 382 68 355 
471 117 443 336 249 432 
607 346 529 17 0 549 
661 0 657 49 17 664 
493 76 467 295 257 460 
188 452 797 0 216 395 
581 100 393 38 341 595 
475 113 443 242 327 448 
208 535 704 66 385 150 
511 299 391 116 440 291 
447 124 362 263 409 443 
0 631 370 348 319 380 
0 739 438 189 273 409 
0 707 137 570 634 0 
0 631 405 267 350 395 
0 464 393 384 340 467 
0 876 25 553 594 0 
0 816 292 470 453 17 
0 482 446 313 289 518 
0 855 0 558 532 103 
0 856 8 475 491 218 
0 475 527 287 311 448 
0 703 0 644 568 133 
0 624 391 340 269 424 
0 446 556 244 335 467 
0 783 0 692 369 204 
0 615 369 349 320 395 
0 557 424 335 378 354 
0 759 80 594 374 241 
0 568 409 342 312 417 
0 548 391 348 389 372 
0 743 255 392 564 94 
0 537 429 321 338 423 
0 543 362 406 366 371 
0 827 209 348 664 0 
0 607 393 316 364 368 
0 500 363 403 358 424 
0 168 536 391 374 579 
0 633 650 155 0 610 
0 823 487 110 448 180 
0 759 290 217 465 317 
0 346 482 317 483 420 
0 746 400 346 333 223 
0 991 83 482 492 0 
0 580 255 507 423 283 
0 748 246 313 343 398 
0 969 0 519 475 85 
0 570 271 434 498 275 
0 763 265 388 133 499 
0 768 262 464 244 310 
0 524 320 430 379 395 
0 649 244 439 124 592 
0 578 449 437 244 340 
0 472 372 438 364 402 
1 626 472 313 64 572 
0 500 446 372 285 445 
0 340 449 385 399 475 
0 649 584 45 264 506 
0 449 482 308 340 469 
0 343 457 394 402 452 
0 669 565 128 458 228 
0 577 291 259 466 455 
0 470 417 354 420 387 
0 576 403 355 272 442 
0 736 431 204 283 394 
0 689 373 285 410 291 
0 543 449 304 367 385 
0 584 422 310 317 415 
0 885 189 441 449 84 
0 369 342 532 544 261 
0 584 413 321 309 421 
0 797 136 439 410 266 
0 410 407 401 353 477 
0 577 423 315 317 416 
0 331 513 364 118 722 
0 635 434 301 182 496 
0 583 427 312 297 429 
0 606 382 367 213 480 
0 570 402 354 277 445 
0 585 410 312 314 427 
0 609 421 290 255 473 
0 555 442 304 304 443 
0 577 422 316 315 418 
0 605 477 233 339 394 
0 563 455 276 330 424 
0 585 426 301 320 416 
0 627 462 216 386 357 
0 577 437 278 379 377 
0 580 424 301 329 414 
251 290 505 225 246 531 
0 452 660 170 101 665 
93 480 674 76 212 513 
138 556 563 165 298 328 
288 349 536 214 262 399 
11 764 323 314 345 291 
14 965 204 376 461 28 
106 717 235 383 414 193 
0 779 276 355 357 281 
0 1048 0 501 499 0 
96 772 164 435 417 164 
15 752 279 349 300 353 
41 890 67 458 351 241 
134 677 209 394 375 259 
102 475 473 214 60 724 
127 454 495 259 124 589 
295 329 437 239 199 549 
361 260 625 113 0 689 
623 122 569 108 0 626 
630 118 458 152 144 546 
344 223 743 0 0 738 
806 0 617 0 0 625 
627 24 565 121 131 580 
348 290 684 6 120 600 
638 136 648 0 128 498 
598 154 528 155 159 454 
0 407 380 498 373 390 
0 983 483 0 164 418 
0 982 277 197 397 195 
0 871 452 0 410 315 
0 387 430 351 508 372 
0 748 288 388 449 175 
0 802 239 434 573 0 
0 419 277 506 605 241 
0 713 210 455 459 211 
0 836 0 614 598 0 
0 893 0 588 567 0 
0 809 177 426 366 270 
0 806 39 521 352 330 
0 196 342 655 437 418 
0 969 199 396 159 325 
0 766 254 479 223 326 
0 430 380 498 359 381 
0 675 281 409 289 394 
0 539 309 466 359 375 
0 473 364 431 403 377 
0 493 382 422 398 353 
0 419 381 433 460 355 
0 405 283 545 540 275 
0 814 375 251 370 238 
0 572 339 375 478 284 
0 474 360 383 486 345 
34 480 375 400 339 420 
18 762 541 33 239 455 
26 590 435 230 486 281 
35 276 459 346 499 433 
33 578 482 239 233 483 
25 831 149 402 641 0 
10 546 165 607 714 6 
32 538 382 349 359 388 
23 867 0 613 387 158 
11 551 2 706 627 151 
33 521 393 369 352 380 
36 668 26 652 304 362 
33 293 395 527 378 422 
27 533 398 362 355 373 
34 530 351 422 251 460 
35 486 357 395 334 441 
29 533 378 356 360 392 
37 488 403 324 305 491 
34 474 414 350 332 444 
28 542 374 362 360 382 
37 481 490 305 329 406 
36 465 429 343 367 408 
30 525 427 322 330 414 
33 521 485 243 410 356 
36 486 434 336 389 367 
27 535 394 353 350 389 
358 451 446 190 177 426 
159 785 472 169 160 303 
255 801 529 141 259 63 
566 619 314 279 265 5 
471 685 284 231 243 134 
125 1153 329 173 235 33 
505 680 226 313 324 0 
603 579 146 320 250 150 
133 1131 62 236 174 312 
473 745 0 332 323 175 
567 572 213 255 303 138 
432 758 84 247 122 405 
481 572 198 231 253 313 
454 687 212 231 225 239 
608 502 238 180 58 462 
533 382 414 171 139 409 
497 419 410 175 174 373 
629 308 421 118 0 572 
505 236 568 171 8 560 
591 263 445 155 189 405 
689 313 659 0 121 266 
556 220 597 7 181 487 
616 282 412 195 157 386 
420 686 572 79 237 54 
627 469 368 159 201 224 
522 415 424 166 189 332 
161 461 338 362 365 361 
85 796 445 68 233 421 
101 669 299 314 479 186 
162 378 347 449 529 183 
192 323 270 456 454 353 
49 629 307 399 333 331 
155 510 17 707 644 15 
198 348 287 461 445 309 
94 677 190 387 385 315 
182 408 58 550 583 267 
202 340 319 457 445 285 
231 766 102 430 269 250 
170 497 307 391 295 388 
186 334 324 469 459 276 
197 520 307 364 300 360 
192 454 336 390 301 375 
181 387 334 433 440 273 
165 486 379 319 349 350 
206 415 346 357 425 299 
196 406 294 426 441 285 
182 501 379 300 351 335 
189 457 363 334 364 341 
193 399 274 426 427 329 
188 529 308 350 437 236 
178 589 416 203 323 339 
189 342 287 462 433 335 
246 0 375 533 364 530 
182 798 464 0 81 523 
249 709 400 5 321 364 
343 281 427 19 644 334 
375 144 231 393 587 318 
176 705 279 257 369 262 
265 527 168 403 685 0 
347 370 48 672 611 0 
0 822 230 383 264 349 
0 737 0 769 542 0 
296 377 0 803 572 0 
65 779 182 460 182 380 
106 565 0 875 289 213 
429 133 91 798 407 190 
391 638 209 277 0 533 
574 192 296 467 0 519 
587 89 267 506 220 379 
654 497 192 220 0 485 
662 187 339 359 0 501 
720 0 320 367 191 450 
871 526 352 2 10 287 
844 68 457 0 6 673 
751 0 325 296 230 446 
540 560 427 0 241 280 
600 200 402 1 445 400 
673 73 289 264 360 389 
0 482 368 438 371 389 
0 665 527 108 237 511 
0 673 359 305 382 329 
0 612 408 292 448 288 
0 399 415 383 462 389 
0 741 336 274 373 324 
0 835 165 505 543 0 
0 622 260 459 448 259 
0 811 237 388 311 301 
0 830 0 551 503 164 
0 661 254 434 449 250 
0 672 310 388 307 371 
0 634 281 432 321 380 
0 388 426 435 350 449 
0 712 333 387 253 363 
0 550 358 439 297 404 
0 227 464 480 408 469 
0 702 280 445 277 344 
0 477 388 428 329 426 
0 473 396 379 408 392 
0 716 337 272 434 289 
0 452 444 321 418 413 
0 476 395 403 381 393 
0 697 365 269 380 337 
0 547 385 323 437 356 
0 496 383 378 418 373 
0 481 374 322 474 397 
0 744 438 279 141 446 
0 719 321 287 395 326 
0 769 475 0 348 456 
0 645 416 272 293 422 
0 779 241 308 455 265 
0 1042 324 248 427 7 
0 677 291 399 380 301 
0 975 135 375 425 138 
0 1060 0 469 473 46 
0 784 253 369 417 225 
0 865 245 363 382 193 
0 944 107 376 316 305 
0 683 309 293 416 347 
0 801 263 358 346 280 
0 801 257 384 329 277 
0 525 442 263 332 486 
0 817 340 379 150 362 
0 662 294 403 351 338 
0 647 324 310 418 349 
0 788 450 157 177 476 
0 563 363 355 395 372 
0 637 314 362 409 326 
0 789 347 142 444 326 
0 674 335 315 417 307 
0 706 321 333 372 316 
416 626 175 337 344 150 
0 1048 503 0 0 497 
84 950 204 269 407 134 
108 918 107 354 561 0 
389 612 14 413 530 90 
0 1026 169 341 345 167 
0 1046 0 495 507 0 
284 732 0 509 523 0 
66 961 135 418 259 209 
112 907 0 571 355 103 
357 560 35 593 503 0 
251 738 185 289 0 585 
588 423 0 478 0 559 
714 221 21 427 467 198 
431 508 343 160 123 483 
469 416 310 174 266 413 
477 426 230 264 324 327 
480 312 413 225 242 376 
495 386 343 233 278 313 
492 473 263 293 306 221 
404 478 479 217 158 312 
409 472 416 363 155 233 
423 505 313 369 248 190 
299 747 521 0 260 221 
590 428 564 0 466 0 
681 252 184 447 409 75 
683 0 658 132 123 452 
631 0 694 108 111 504 
733 0 684 111 124 396 
1066 0 528 178 188 88 
784 0 372 151 160 581 
730 0 671 114 118 415 
929 0 520 161 165 273 
850 0 326 207 211 454 
718 0 492 113 114 611 
866 0 403 177 179 423 
917 0 370 206 202 353 
774 0 356 126 99 693 
951 0 249 170 160 518 
811 0 499 187 179 372 
476 0 426 161 141 844 
1003 0 200 180 157 508 
712 0 631 119 109 477 
873 0 545 87 0 543 
854 0 565 76 63 490 
848 0 515 83 86 516 
937 0 531 6 0 574 
859 0 577 20 0 592 
845 0 514 77 82 530 
602 0 839 29 147 431 
840 0 434 72 102 600 
810 0 455 97 104 582 
5 385 330 539 444 345 
1 510 571 226 173 567 
1 507 481 195 336 528 
5 319 553 250 450 471 
4 357 395 429 492 371 
1 535 350 394 433 335 
1 707 155 504 657 24 
1 456 306 480 532 273 
0 544 328 440 429 307 
0 710 0 656 681 1 
0 496 247 540 514 251 
0 563 326 430 378 351 
0 726 21 672 480 149 
2 462 275 510 488 311 
2 580 401 457 265 343 
4 375 319 594 394 362 
4 400 315 557 439 333 
2 753 185 552 304 252 
6 409 318 562 359 394 
3 448 309 516 456 316 
3 478 335 436 446 350 
5 383 403 423 427 407 
4 363 327 505 507 342 
2 735 268 289 560 194 
3 404 395 361 573 312 
6 441 306 456 531 308 
0 305 434 422 279 608 
0 557 612 132 290 457 
0 549 596 138 324 441 
0 381 602 223 414 428 
0 343 579 279 413 434 
0 561 444 284 419 340 
0 630 346 462 603 7 
0 405 399 461 443 340 
0 585 374 341 363 385 
4 720 0 650 674 0 
0 492 290 477 484 305 
0 557 331 413 290 457 
0 591 74 565 447 371 
0 403 316 448 444 437 
62 523 413 314 124 612 
89 345 406 390 215 603 
27 318 436 403 271 593 
319 467 391 271 15 585 
357 175 470 314 140 592 
354 163 423 324 231 553 
211 493 530 145 148 521 
451 26 586 197 193 595 
399 91 507 265 269 517 
16 482 547 152 439 412 
229 206 576 240 371 426 
349 167 550 235 313 434 
134 639 387 216 369 303 
34 877 527 70 12 528 
127 765 429 184 244 299 
194 745 202 438 469 0 
182 774 204 329 362 197 
0 704 326 367 341 310 
8 1115 6 443 469 7 
133 921 120 370 386 118 
121 731 299 243 265 389 
161 868 0 398 466 155 
184 781 167 375 345 196 
139 806 302 281 1 519 
309 449 160 539 159 432 
224 607 381 284 248 304 
128 768 313 283 78 478 
269 396 455 313 193 422 
218 537 337 322 307 327 
266 598 427 151 163 443 
232 346 513 228 238 491 
280 298 480 258 320 412 
154 754 473 41 327 299 
243 437 401 182 352 433 
229 454 335 321 344 365 
154 826 520 0 297 251 
307 413 442 147 466 273 
200 644 289 319 253 343 
591 0 292 441 425 299 
0 1031 551 0 0 466 
185 837 557 0 209 260 
486 495 474 0 593 0 
627 14 101 425 624 257 
108 884 352 180 314 210 
201 671 145 373 658 0 
353 394 0 632 669 0 
0 1020 280 209 213 326 
1 645 0 711 691 0 
363 397 0 643 645 0 
126 861 198 330 179 354 
205 626 0 652 366 199 
418 332 10 711 573 4 
207 796 253 212 0 580 
474 474 4 536 0 560 
610 5 312 590 410 121 
483 579 348 135 0 503 
853 114 478 152 0 451 
729 0 368 308 263 380 
640 546 437 0 0 425 
966 24 526 0 0 532 
788 0 362 269 273 356 
361 647 570 0 151 319 
787 160 424 0 177 500 
764 0 320 280 346 338 
124 166 615 257 266 620 
0 260 674 226 223 665 
12 490 459 339 345 403 
13 487 498 351 436 263 
55 409 553 279 383 369 
3 525 451 303 349 417 
6 866 98 559 481 38 
0 808 140 500 507 93 
6 521 421 343 302 455 
7 797 43 497 524 180 
4 804 97 498 497 148 
11 482 409 357 330 459 
16 492 265 434 354 487 
58 399 375 390 285 541 
351 178 528 165 71 755 
423 134 572 152 85 682 
387 122 553 199 171 616 
130 232 719 131 11 825 
469 44 674 105 42 714 
412 36 619 173 181 627 
129 207 866 9 113 724 
460 43 737 44 98 666 
421 36 626 186 168 611 
368 179 749 66 166 520 
422 137 669 85 159 576 
375 121 604 172 205 571 
816 234 452 139 121 286 
337 241 884 100 108 378 
616 252 844 143 149 44 
861 242 349 119 124 353 
614 200 497 117 118 502 
743 215 648 117 109 216 
901 248 373 148 179 199 
639 205 489 116 110 489 
719 326 330 173 161 339 
945 275 275 148 144 261 
720 189 472 110 100 457 
753 222 214 107 118 634 
951 229 216 130 121 401 
655 203 487 116 107 480 
554 311 0 175 152 856 
832 235 385 140 127 329 
624 203 509 111 109 492 
807 82 588 58 0 513 
835 57 585 84 74 413 
632 201 500 105 107 503 
761 0 654 0 0 633 
783 0 582 46 63 574 
644 208 495 112 103 486 
768 88 606 0 65 521 
843 60 405 74 82 584 
644 198 491 113 103 499 
115 275 285 573 395 405 
0 1072 583 0 23 370 
58 834 579 0 500 77 
82 306 497 326 701 136 
82 121 426 515 423 481 
0 947 301 200 425 175 
16 633 179 480 740 0 
53 0 429 568 499 499 
0 1035 229 278 278 228 
21 558 0 735 734 0 
37 0 457 546 575 433 
14 927 172 437 190 308 
35 566 1 695 450 301 
76 64 511 454 532 411 
210 685 0 540 119 494 
145 300 302 505 336 460 
95 127 420 502 483 421 
234 329 269 476 268 472 
161 302 314 481 352 438 
198 190 346 484 475 355 
365 131 421 383 336 412 
218 187 407 437 412 387 
194 186 362 478 478 350 
201 391 496 264 490 206 
143 323 443 355 490 294 
161 178 368 531 452 358 
378 162 633 83 79 713 
201 163 853 77 79 675 
495 147 882 70 86 368 
735 137 614 73 78 411 
703 139 600 73 78 455 
604 119 638 67 66 554 
979 173 419 89 88 300 
919 149 450 80 82 368 
619 94 569 66 62 638 
985 179 314 64 91 415 
987 168 323 93 81 396 
601 128 515 72 58 674 
866 165 298 86 85 548 
760 140 451 73 75 549 
626 143 330 78 54 817 
633 116 536 66 61 636 
690 109 537 61 60 591 
679 132 550 68 0 619 
687 57 620 61 31 592 
688 67 564 66 58 605 
784 127 451 0 0 686 
674 0 631 61 56 626 
674 95 589 64 64 562 
695 145 854 22 82 250 
665 80 605 45 62 591 
688 116 580 60 66 538 
0 319 521 338 350 520 
0 773 528 126 85 536 
0 800 444 88 381 335 
0 900 328 370 450 0 
0 570 457 435 441 145 
0 781 321 331 295 320 
0 1045 0 526 477 0 
0 893 0 609 546 0 
0 808 310 345 156 429 
0 906 0 467 407 268 
0 680 76 444 440 408 
0 691 408 289 132 528 
0 665 49 419 127 788 
0 475 398 350 278 547 
0 677 415 395 20 541 
0 560 382 393 200 513 
0 511 314 419 358 446 
0 652 709 0 0 687 
0 445 527 279 274 523 
0 372 466 371 375 464 
0 663 564 5 385 431 
0 562 513 189 372 412 
0 472 460 362 410 344 
0 648 472 198 394 336 
0 647 432 268 388 313 
0 436 460 341 458 353 
840 81 472 93 91 471 
0 717 557 103 146 525 
15 513 334 410 464 312 
31 550 325 483 488 171 
48 494 297 495 470 244 
11 510 312 459 451 305 
21 676 111 604 599 37 
54 689 11 661 633 0 
6 511 307 447 469 308 
16 671 39 589 630 103 
51 680 0 683 631 3 
15 513 300 476 409 335 
30 569 114 509 499 327 
59 502 212 485 492 298 
803 124 482 80 7 552 
825 63 510 86 22 542 
840 75 493 94 71 475 
543 129 654 51 0 671 
885 34 526 38 44 521 
845 0 523 63 82 535 
576 129 661 0 26 656 
873 37 522 58 46 512 
847 3 521 83 67 527 
778 136 545 0 81 508 
865 56 514 17 87 509 
834 70 487 81 95 481 
0 599 343 392 315 399 
0 781 503 138 182 444 
0 810 471 173 332 262 
0 615 465 237 347 384 
0 626 393 308 382 339 
0 827 333 308 325 255 
0 765 409 328 385 161 
0 597 362 357 381 351 
0 842 289 305 312 300 
0 1025 0 487 536 0 
0 571 351 396 402 328 
0 805 267 312 320 344 
0 743 241 370 276 418 
0 399 416 435 388 410 
0 844 272 375 179 378 
0 627 337 404 271 409 
0 661 331 375 299 382 
0 751 309 376 193 419 
0 613 351 377 291 416 
0 589 341 397 351 370 
0 728 483 181 191 465 
0 537 408 361 353 389 
0 560 349 392 376 371 
0 764 439 162 354 329 
0 618 430 283 384 333 
0 574 364 339 400 371 
110 442 367 366 436 327 
0 806 521 164 28 529 
123 678 467 127 300 353 
171 536 539 70 332 400 
153 422 332 371 447 323 
62 725 344 299 344 274 
91 783 303 376 483 12 
167 403 218 493 563 204 
0 807 292 328 320 301 
0 969 0 525 554 0 
159 714 110 473 480 112 
68 749 281 354 242 354 
98 757 57 440 351 345 
157 505 232 497 423 234 
87 746 318 360 138 399 
103 619 338 412 146 430 
143 462 302 441 383 317 
151 550 373 364 126 484 
165 548 369 330 227 409 
147 454 325 409 358 355 
172 390 485 263 265 473 
154 519 401 295 277 402 
145 426 348 397 381 351 
130 608 452 166 352 340 
170 539 411 223 340 365 
149 436 355 358 420 330 
879 316 347 195 181 130 
816 244 427 107 128 326 
833 240 398 122 132 323 
947 238 320 125 129 289 
988 220 285 126 147 282 
864 246 340 138 146 314 
957 251 283 119 132 306 
1059 211 269 113 126 270 
847 250 324 141 129 357 
948 266 233 139 132 330 
1008 182 304 132 141 281 
786 274 284 157 135 412 
881 260 233 151 133 390 
929 241 301 141 133 303 
785 254 339 135 122 413 
947 245 261 133 129 333 
966 287 326 175 168 126 
936 241 422 10 9 430 
1097 0 339 133 119 360 
993 251 253 137 145 269 
808 250 479 36 134 341 
987 149 346 135 142 289 
1012 235 255 147 148 251 
557 334 439 169 184 365 
949 282 406 154 154 103 
912 286 360 172 174 144 
0 490 334 499 385 340 
0 640 474 179 327 428 
0 601 575 378 428 66 
0 395 439 346 457 411 
0 348 553 313 288 546 
0 783 335 445 474 11 
0 760 245 508 535 0 
0 348 556 300 298 546 
0 903 13 518 551 63 
0 1019 0 472 557 0 
0 346 556 301 309 536 
0 737 2 431 499 379 
0 680 150 465 429 324 
0 352 552 305 302 537 
0 605 85 561 314 483 
0 484 336 503 405 320 
0 388 470 354 343 493 
0 573 428 485 259 303 
0 434 343 506 380 385 
0 368 524 319 326 511 
0 500 375 324 332 517 
0 363 457 447 433 348 
0 341 463 390 411 443 
0 632 338 281 538 259 
0 458 353 394 513 330 
0 474 417 385 376 396 
306 277 525 215 168 557 
49 618 608 70 127 576 
233 586 474 136 256 363 
266 442 490 235 362 253 
287 426 361 268 345 361 
183 608 410 167 305 375 
284 735 195 383 447 4 
364 536 173 395 411 169 
143 637 365 276 192 435 
309 799 0 498 424 18 
368 595 99 475 403 108 
222 593 316 302 185 430 
272 648 27 419 328 354 
355 417 238 422 331 285 
548 330 383 123 20 644 
594 258 404 146 85 561 
327 278 514 228 157 544 
845 217 283 68 2 633 
710 96 546 66 14 616 
637 183 458 138 106 526 
935 193 488 5 20 407 
703 71 595 4 45 630 
618 180 497 94 133 526 
612 278 625 1 145 387 
630 190 536 17 157 518 
483 204 502 112 213 534 
537 145 573 72 67 654 
372 518 542 59 71 486 
553 508 514 61 60 352 
725 577 454 61 79 152 
792 485 357 65 72 277 
644 539 399 63 69 334 
962 811 53 100 79 43 
904 608 180 105 112 139 
618 505 381 62 58 424 
940 753 90 88 89 88 
923 625 125 110 99 166 
578 481 361 60 44 524 
737 556 170 81 61 443 
822 444 285 84 64 349 
568 142 478 54 40 766 
662 107 473 54 49 703 
441 156 634 82 76 659 
849 83 405 42 0 669 
703 23 593 45 15 669 
707 77 566 48 51 599 
859 86 671 0 36 396 
668 30 667 20 44 619 
697 75 604 54 57 561 
545 147 793 40 53 470 
645 103 707 47 55 491 
487 154 652 70 90 595 
0 502 418 378 329 421 
0 676 566 166 88 552 
0 709 477 262 372 228 
0 651 383 297 382 335 
0 551 429 357 363 348 
0 691 395 336 284 342 
0 875 220 501 452 0 
0 491 404 414 336 403 
0 727 221 325 371 404 
0 982 0 469 478 119 
0 511 357 356 404 420 
0 705 265 364 250 464 
0 671 353 396 288 340 
0 423 392 408 359 466 
0 727 230 430 168 493 
0 621 325 455 326 321 
0 548 345 402 330 423 
0 760 492 250 6 540 
0 537 430 312 299 470 
0 468 391 400 394 395 
0 725 540 29 328 426 
0 578 472 281 336 381 
0 441 400 403 409 395 
0 741 501 184 413 209 
0 640 306 338 432 332 
0 457 406 395 457 333 
141 396 308 499 396 308 
79 757 423 94 369 326 
121 583 227 423 532 162 
125 651 347 266 496 163 
177 251 388 413 432 387 
72 650 339 399 421 167 
70 686 166 542 584 0 
169 336 357 394 438 354 
52 675 239 417 449 216 
25 764 0 552 689 18 
168 343 362 399 412 364 
84 714 62 561 413 214 
87 603 66 561 408 323 
167 281 406 404 404 386 
164 593 313 500 153 325 
140 414 280 503 392 319 
187 293 392 406 390 380 
166 508 371 365 244 394 
152 393 334 440 373 356 
172 275 393 418 410 380 
183 484 418 253 302 408 
171 324 373 404 405 371 
165 268 385 425 433 372 
167 539 371 207 404 360 
150 394 329 378 487 310 
171 276 393 395 408 405 
386 153 294 519 230 466 
0 1118 525 0 17 388 
6 999 416 20 509 98 
3 682 315 375 658 15 
89 207 423 350 736 243 
0 1169 226 214 332 107 
0 874 31 445 698 0 
